Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
1334,Adam Mazur,23,SDP,NL,8,8,0,33.2,5,1,4,0,1,1.000,,,1,6,1.34,1.36,0.63,1.34,,,,,,,/1,,mazurad01
1335,Willie Calhoun,29,LAA,AL,5,4,3,33.0,34,30,4,0,3,1.000,0,-4,0,0,9.27,7.69,6.80,6.78,,,,,,,D/H37,,calhowi01
1336,Keston Hiura,27,LAA,AL,5,4,1,33.0,11,3,7,1,1,.909,-1,-36,-1,-36,2.73,3.98,2.00,3.92,,,,,,,/4DH,,hiurake01
1337,Jeffrey Springs,31,TBR,AL,7,7,0,33.0,2,2,0,0,0,1.000,,,-1,-6,0.55,1.31,0.29,1.29,,,,,,,/1,,sprinje01
1338,Ryan Burr,30,TOR,AL,34,4,0,32.2,4,2,1,1,0,.750,,,0,0,0.83,1.32,0.09,1.29,,,,,,,1,,burrry01
1339,Scott McGough,34,ARI,NL,26,2,0,32.2,4,1,3,0,1,1.000,,,0,0,1.10,1.35,0.15,1.34,,,,,,,1,,mcgousc01
1340,Jake Diekman,37,NYM,NL,43,0,0,32.0,9,4,3,2,0,.778,,,-1,-6,1.97,1.35,0.16,1.34,,,,,,,1,,diekmja01
1341,Jose A. Ferrer,24,WSN,NL,31,0,0,32.0,4,0,4,0,0,1.000,,,0,0,1.13,1.35,0.13,1.34,,,,,,,1,,ferrejo01
1342,Mickey Gasper,28,BOS,AL,8,3,3,32.0,16,5,11,0,0,1.000,1,38,1,38,4.50,4.22,2.00,4.91,,,,,,,/4HD3,,gaspemi01
1343,Joe Kelly,36,LAD,NL,35,0,0,32.0,7,2,5,0,0,1.000,,,1,6,1.97,1.35,0.20,1.34,,,,,,,1,,kellyjo05
1344,Julian Aguiar,23,CIN,NL,7,7,0,31.2,6,2,4,0,0,1.000,,,0,0,1.71,1.36,0.86,1.34,,,,,,,/1,,aguiaju01
1345,Angel Chivilli,21,COL,NL,30,0,0,31.2,9,4,5,0,1,1.000,,,0,0,2.56,1.36,0.30,1.34,,,,,,,1,,chivian01
1346,Kyle Tyler,27,MIA,NL,8,7,0,31.2,5,1,4,0,0,1.000,,,1,6,1.42,1.36,0.63,1.34,,,,,,,/1,,tylerky01
1347,Josh Fleming,28,PIT,NL,25,3,0,31.1,13,3,10,0,3,1.000,,,4,26,3.73,1.35,0.52,1.34,,,,,,,1,,flemijo01
1348,Michael Kelly,31,OAK,AL,28,0,0,31.1,2,1,1,0,0,1.000,,,-1,-6,0.57,1.32,0.07,1.29,,,,,,,1,,kellymi03
1349,Jordan Leasure,25,CHW,AL,33,0,0,31.1,4,2,2,0,0,1.000,,,1,6,1.15,1.32,0.12,1.29,,,,,,,1,,leasujo01
1350,Oswald Peraza,24,NYY,AL,4,4,2,31.0,5,2,3,0,0,1.000,0,0,0,0,1.45,2.47,1.25,2.45,,,,,,,/5,,perazos02
1351,Rhett Lowder,22,CIN,NL,6,6,0,30.2,3,1,1,1,0,.667,,,0,0,0.59,1.35,0.33,1.33,,,,,,,/1,,lowderh01
1352,Robbie Ray,32,SFG,NL,7,7,0,30.2,2,0,2,0,0,1.000,,,-1,-7,0.59,1.35,0.29,1.34,,,,,,,/1,,rayro02
1353,Bradley Blalock,23,2TM,NL,7,6,0,30.2,4,3,1,0,0,1.000,,,-1,-7,1.17,1.38,0.57,1.33,,,,,,,/1,,blalobr01
1354,Bradley Blalock,23,MIL,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0,0.00,1.80,0.00,1.30,,,,,,,/1,,blalobr01
1355,Bradley Blalock,23,COL,NL,6,6,0,29.2,4,3,1,0,0,1.000,,,-1,-7,1.21,1.37,0.67,1.33,,,,,,,/1,,blalobr01
1356,Matt Bowman,33,4TM,2LG,25,1,0,30.2,7,5,2,0,0,1.000,,,0,0,2.05,1.32,0.28,1.30,,,,,,,1,,bowmama01
1357,Matt Bowman,33,3TM,AL,21,1,0,24.0,6,4,2,0,0,1.000,,,0,0,2.25,1.31,0.29,1.30,,,,,,,1,,bowmama01
1358,Matt Bowman,33,MIN,AL,5,0,0,7.2,2,1,1,0,0,1.000,,,0,0,2.35,1.29,0.40,1.30,,,,,,,/1,,bowmama01
1359,Matt Bowman,33,ARI,NL,4,0,0,6.2,1,1,0,0,0,1.000,,,0,0,1.35,1.35,0.25,1.35,,,,,,,/1,,bowmama01
1360,Matt Bowman,33,SEA,AL,1,0,0,0.2,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.30,,,,,,,/1,,bowmama01
1361,Matt Bowman,33,BAL,AL,15,1,0,15.2,4,3,1,0,0,1.000,,,0,0,2.30,1.32,0.27,1.29,,,,,,,1,,bowmama01
1362,Kris Bubic,26,KCR,AL,27,0,0,30.1,5,1,3,1,0,.800,,,0,0,1.19,1.31,0.15,1.29,,,,,,,1,,bubickr01
1363,Davis Daniel,27,LAA,AL,6,6,0,30.1,4,3,0,1,0,.750,,,0,0,0.89,1.31,0.50,1.28,,,,,,,/1,,danieda01
1364,Keegan Thompson,29,CHC,NL,24,0,0,30.1,4,1,1,2,0,.500,,,-1,-7,0.59,1.36,0.08,1.34,,,,,,,1,,thompke02
1365,Yonny Chirinos,30,MIA,NL,6,6,0,30.0,6,4,2,0,0,1.000,,,-1,-7,1.80,1.35,1.00,1.33,,,,,,,/1,,chiriyo01
1366,Carlos Hernández,27,KCR,AL,27,0,0,30.0,2,1,1,0,0,1.000,,,-2,-13,0.60,1.32,0.07,1.29,,,,,,,1,,hernaca04
1367,Clayton Kershaw,36,LAD,NL,7,7,0,30.0,4,1,2,1,0,.750,,,0,0,0.90,1.35,0.43,1.34,,,,,,,/1,,kershcl01
1368,Tony Santillan,27,CIN,NL,29,1,0,30.0,5,2,1,2,0,.600,,,0,0,0.90,1.35,0.10,1.34,,,,,,,1,,santito01
1369,Danny Coulombe,34,BAL,AL,33,0,0,29.2,3,0,3,0,0,1.000,,,1,7,0.91,1.30,0.09,1.29,,,,,,,1,,couloda01
1370,Brandon Bielak,28,2TM,AL,16,0,0,29.2,4,0,4,0,0,1.000,,,0,0,1.21,1.30,0.25,1.29,,,,,,,1,,bielabr01
1371,Brandon Bielak,28,HOU,AL,10,0,0,17.1,2,0,2,0,0,1.000,,,0,0,1.04,1.30,0.20,1.29,,,,,,,1,,bielabr01
1372,Brandon Bielak,28,OAK,AL,6,0,0,12.1,2,0,2,0,0,1.000,,,0,0,1.46,1.31,0.33,1.28,,,,,,,/1,,bielabr01
1373,Brenan Hanifee,26,DET,AL,21,3,0,29.1,9,3,5,1,0,.889,,,0,0,2.45,1.32,0.38,1.29,,,,,,,1,,hanifbr01
1374,George Soriano,25,MIA,NL,22,0,0,29.1,6,3,3,0,0,1.000,,,1,7,1.84,1.35,0.27,1.34,,,,,,,1,,soriage01
1375,Eduardo Salazar,26,2TM,NL,26,0,0,29.1,6,1,4,1,0,.833,,,0,0,1.53,1.35,0.19,1.34,,,,,,,1,,salazed01
1376,Eduardo Salazar,26,LAD,NL,1,0,0,2.0,1,0,1,0,0,1.000,,,0,0,4.50,1.35,1.00,1.30,,,,,,,/1,,salazed01
1377,Eduardo Salazar,26,WSN,NL,25,0,0,27.1,5,1,3,1,0,.800,,,0,0,1.32,1.35,0.16,1.34,,,,,,,1,,salazed01
1378,Bryce Teodosio,25,LAA,AL,4,4,2,29.0,8,7,1,0,1,1.000,-1,-54,-1,-41,2.48,2.27,2.00,2.25,,,,,,,/8DH,,teodobr01
1379,Spencer Howard,27,2TM,2LG,9,3,0,29.0,2,0,2,0,0,1.000,,,-1,-7,0.62,1.33,0.22,1.33,,,,,,,/1,,howarsp01
1380,Spencer Howard,27,SFG,NL,7,2,0,24.0,2,0,2,0,0,1.000,,,-1,-8,0.75,1.35,0.29,1.34,,,,,,,/1,,howarsp01
1381,Spencer Howard,27,CLE,AL,2,1,0,5.0,0,0,0,0,0,,,,0,0,0.00,1.26,0.00,1.30,,,,,,,/1,,howarsp01
1382,Drew Rasmussen,28,TBR,AL,16,4,0,28.2,5,2,2,1,1,.800,,,-1,-7,1.26,1.32,0.25,1.29,,,,,,,1,,rasmudr01
1383,Aaron Ashby,26,MIL,NL,14,2,0,28.1,1,1,0,0,0,1.000,,,-2,-14,0.32,1.37,0.07,1.34,,,,,,,1,,ashbyaa01
1384,Yilber Díaz,23,ARI,NL,7,4,0,28.1,2,0,1,1,0,.500,,,0,0,0.32,1.37,0.14,1.34,,,,,,,/1,,diazyi01
1385,Logan Allen,27,ARI,NL,12,0,0,28.0,6,2,4,0,0,1.000,,,0,0,1.93,1.35,0.50,1.34,,,,,,,1,,allenlo01
1386,Ryan Brasier,36,LAD,NL,29,4,0,28.0,8,4,4,0,0,1.000,,,0,0,2.57,1.35,0.28,1.34,,,,,,,1,,brasiry01
1387,Hunter Feduccia,27,LAD,NL,4,3,3,28.0,34,32,2,0,0,1.000,0,0,0,0,10.93,9.06,8.50,8.95,0,2,3,1,25.0,0,/2H,,feduchu01
1388,David Fletcher,30,ATL,NL,5,3,1,28.0,20,6,14,0,4,1.000,1,43,1,43,6.43,4.15,4.00,4.10,,,,,,,/4,,fletcda02
1389,Robert Gasser,25,MIL,NL,5,5,0,28.0,6,3,2,1,0,.833,,,-1,-7,1.61,1.35,1.00,1.34,,,,,,,/1,,gassero01
1390,Eduard Bazardo,28,SEA,AL,23,0,0,27.2,2,1,1,0,0,1.000,,,-1,-7,0.65,1.30,0.09,1.29,,,,,,,1,,bazared01
1391,Matt Manning,26,DET,AL,5,5,0,27.2,3,1,2,0,1,1.000,,,-1,-7,0.98,1.30,0.60,1.30,,,,,,,/1,,mannima02
1392,Bryan Sammons,29,DET,AL,6,0,0,27.1,1,0,1,0,0,1.000,,,0,0,0.33,1.32,0.17,1.28,,,,,,,/1,,sammobr01
1393,Kolby Allard,26,PHI,NL,7,4,0,27.0,5,2,3,0,0,1.000,,,1,7,1.67,1.37,0.71,1.34,,,,,,,/1,,allarko01
1394,Levi Jordan,28,CIN,NL,6,2,2,27.0,4,3,1,0,1,1.000,-3,-120,0,0,1.33,2.47,0.67,2.50,,,,,,,/7H94,,jordale01
1395,Grant Anderson,27,TEX,AL,23,0,0,26.2,2,0,2,0,0,1.000,,,-1,-8,0.68,1.32,0.09,1.29,,,,,,,1,,andergr01
1396,Aaron Brooks,34,OAK,AL,5,4,0,26.2,6,4,2,0,0,1.000,,,0,0,2.03,1.32,1.20,1.30,,,,,,,/1,,brookaa01
1397,Chris Devenski,33,TBR,AL,19,0,0,26.2,3,2,1,0,0,1.000,,,-1,-8,1.01,1.32,0.16,1.29,,,,,,,1,,devench02
1398,Ethan Roberts,26,CHC,NL,21,0,0,26.2,3,1,2,0,0,1.000,,,1,8,1.01,1.35,0.14,1.34,,,,,,,1,,roberet01
1399,Gerson Garabito,28,TEX,AL,18,2,0,26.1,3,2,1,0,0,1.000,,,0,0,1.03,1.30,0.17,1.29,,,,,,,1,,garabge01
1400,Jay Jackson,36,MIN,AL,20,0,0,26.1,4,2,2,0,0,1.000,,,0,0,1.37,1.30,0.20,1.29,,,,,,,1,,jacksja01
1401,Bryan King,27,HOU,AL,28,0,0,26.1,5,3,2,0,0,1.000,,,0,0,1.71,1.30,0.18,1.29,,,,,,,1,,kingbr02
1402,Gus Varland,27,2TM,2LG,26,0,0,26.1,4,2,1,1,0,.750,,,0,0,1.03,1.33,0.12,1.30,,,,,,,1,,varlagu01
1403,Gus Varland,27,LAD,NL,7,0,0,6.0,3,2,1,0,0,1.000,,,1,33,4.50,1.35,0.43,1.34,,,,,,,/1,,varlagu01
1404,Gus Varland,27,CHW,AL,19,0,0,20.1,1,0,0,1,0,.000,,,-1,-10,0.00,1.33,0.00,1.29,,,,,,,1,,varlagu01
1405,Kevin Alcántara,21,CHC,NL,3,3,2,26.0,2,2,0,0,0,1.000,1,46,0,0,0.69,2.22,0.67,2.17,,,,,,,/9,,alcanke01
1406,Luke Little,23,CHC,NL,29,1,0,26.0,8,1,7,0,1,1.000,,,1,8,2.77,1.35,0.27,1.34,,,,,,,1,,littllu01
1407,Yunior Marté,29,PHI,NL,23,0,0,26.0,6,4,2,0,0,1.000,,,-2,-15,2.08,1.35,0.26,1.34,,,,,,,1,,marteyu01
1408,Liover Peguero,23,PIT,NL,3,3,3,26.0,11,4,6,1,2,.909,0,-14,0,0,3.46,3.81,3.33,3.77,,,,,,,/6,,pegueli01
1409,Rob Brantly,34,TBR,AL,3,3,3,25.2,18,17,1,0,0,1.000,0,0,1,47,6.31,9.19,6.00,9.03,0,0,3,1,25.0,0,/2,,brantro01
1410,Dany Jiménez,30,OAK,AL,25,0,0,25.2,2,0,1,1,0,.500,,,0,0,0.35,1.30,0.04,1.29,,,,,,,1,,jimenda01
1411,Hans Crouse,25,LAA,AL,25,0,0,25.1,3,0,2,1,0,.667,,,-1,-8,0.71,1.31,0.08,1.29,,,,,,,1,,crousha01
1412,J.P. France,29,HOU,AL,5,5,0,25.1,1,1,0,0,0,1.000,,,0,0,0.36,1.31,0.20,1.30,,,,,,,/1,,francjp01
1413,CJ Alexander,27,KCR,AL,3,3,2,25.0,4,1,3,0,0,1.000,-2,-91,-1,-48,1.44,2.48,1.33,2.43,,,,,,,/5DH,,alexacj01
1414,Kaleb Ort,32,HOU,AL,22,0,0,24.2,1,0,0,1,0,.000,,,0,0,0.00,1.31,0.00,1.29,,,,,,,1,,ortka01
1415,Adam Cimber,33,LAA,AL,28,0,0,24.1,4,0,4,0,1,1.000,,,1,8,1.48,1.29,0.14,1.29,,,,,,,1,,cimbead01
1416,Alek Manoah,26,TOR,AL,5,5,0,24.1,2,1,1,0,0,1.000,,,0,0,0.74,1.29,0.40,1.30,,,,,,,/1,,manoaal01
1417,Cody Poteet,29,NYY,AL,5,4,0,24.1,7,5,2,0,0,1.000,,,1,8,2.59,1.29,1.40,1.30,,,,,,,/1,,poteeco01
1418,Josh Staumont,30,MIN,AL,25,0,0,24.1,3,1,2,0,0,1.000,,,0,0,1.11,1.29,0.12,1.29,,,,,,,1,,staumjo01
1419,Fraser Ellard,26,CHW,AL,25,0,0,24.0,4,1,2,1,1,.750,,,0,0,1.13,1.31,0.12,1.29,,,,,,,1,,ellarfr01
1420,Kyle Manzardo,23,CLE,AL,6,2,2,24.0,15,13,2,0,1,1.000,0,5,0,0,5.63,8.03,2.50,7.92,,,,,,,DH/3,,manzaky01
1421,Kenny Rosenberg,28,LAA,AL,7,1,0,24.0,2,0,2,0,0,1.000,,,0,0,0.75,1.31,0.29,1.29,,,,,,,/1,,rosenke01
1422,Sam Hentges,27,CLE,AL,25,0,0,23.2,3,1,2,0,0,1.000,,,0,0,1.14,1.29,0.12,1.29,,,,,,,1,,hentgsa01
1423,Gabe Speier,29,SEA,AL,29,0,0,23.2,3,0,3,0,0,1.000,,,-1,-8,1.14,1.29,0.10,1.29,,,,,,,1,,speiega01
1424,Matt Festa,31,2TM,2LG,19,0,0,23.2,5,2,3,0,0,1.000,,,-1,-8,1.90,1.33,0.26,1.29,,,,,,,1,,festama01
1425,Matt Festa,31,NYM,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0,0.00,1.80,0.00,1.30,,,,,,,/1,,festama01
1426,Matt Festa,31,TEX,AL,18,0,0,22.2,5,2,3,0,0,1.000,,,-1,-9,1.99,1.31,0.28,1.29,,,,,,,1,,festama01
1427,Mitch White,29,3TM,2LG,13,0,0,23.2,3,2,1,0,0,1.000,,,1,8,1.14,1.37,0.23,1.32,,,,,,,1,,whitemi03
1428,Mitch White,29,2TM,NL,9,0,0,13.2,2,1,1,0,0,1.000,,,1,15,1.32,1.38,0.22,1.33,,,,,,,/1,,whitemi03
1429,Mitch White,29,TOR,AL,4,0,0,10.0,1,1,0,0,0,1.000,,,0,0,0.90,1.35,0.25,1.30,,,,,,,/1,,whitemi03
1430,Mitch White,29,SFG,NL,3,0,0,5.1,1,0,1,0,0,1.000,,,0,0,1.69,1.35,0.33,1.33,,,,,,,/1,,whitemi03
1431,Mitch White,29,MIL,NL,6,0,0,8.1,1,1,0,0,0,1.000,,,1,24,1.08,1.40,0.17,1.33,,,,,,,/1,,whitemi03
1432,Bryan Baker,29,BAL,AL,19,0,0,23.1,4,1,3,0,1,1.000,,,0,0,1.54,1.31,0.21,1.29,,,,,,,1,,bakerbr01
1433,Victor González,28,NYY,AL,27,0,0,23.1,6,3,3,0,0,1.000,,,1,9,2.31,1.31,0.22,1.29,,,,,,,1,,gonzavi02
1434,Ron Marinaccio,28,NYY,AL,16,0,0,23.1,4,1,2,1,0,.750,,,-1,-9,1.16,1.31,0.19,1.29,,,,,,,1,,marinro01
1435,Vinny Capra,27,MIL,NL,3,2,2,23.0,8,1,7,0,0,1.000,1,42,0,0,3.13,2.82,2.67,2.93,,,,,,,/56,,capravi01
1436,Michael Helman,28,MIN,AL,8,1,0,23.0,3,2,0,1,0,.667,0,-5,0,0,0.78,2.27,0.25,2.26,,,,,,,/8H759,,helmami01
1437,Ty Madden,24,DET,AL,6,1,0,23.0,2,2,0,0,0,1.000,,,-1,-9,0.78,1.29,0.33,1.28,,,,,,,/1,,maddety01
1438,Michael McGreevy,23,STL,NL,4,3,0,23.0,8,1,7,0,0,1.000,,,1,9,3.13,1.37,2.00,1.35,,,,,,,/1,,mcgremi01
1439,Touki Toussaint,28,CHW,AL,11,0,0,23.0,4,1,1,2,0,.500,,,0,0,0.78,1.29,0.18,1.29,,,,,,,1,,toussto01
1440,Will Warren,25,NYY,AL,6,5,0,22.2,1,1,0,0,0,1.000,,,0,0,0.40,1.31,0.17,1.28,,,,,,,/1,,warrewi01
1441,Brady Basso,26,OAK,AL,7,4,0,22.1,1,0,1,0,0,1.000,,,-1,-9,0.40,1.29,0.14,1.29,,,,,,,/1,,bassobr01
1442,Ray Kerr,29,ATL,NL,10,2,0,22.1,6,1,3,2,0,.667,,,-2,-18,1.61,1.37,0.40,1.34,,,,,,,1,,kerrra01
1443,Tommy Nance,33,TOR,AL,20,0,0,22.0,6,4,1,1,0,.833,,,-2,-18,2.05,1.31,0.25,1.29,,,,,,,1,,nanceto01
1444,Mason Englert,24,DET,AL,12,1,0,21.2,1,1,0,0,0,1.000,,,0,0,0.42,1.33,0.08,1.29,,,,,,,1,,englema01
1445,Sean Reid-Foley,28,NYM,NL,23,0,0,21.2,0,0,0,0,0,,,,-1,-9,0.00,1.37,0.00,1.34,,,,,,,1,,reidfse01
1446,Devin Williams,29,MIL,NL,22,0,0,21.2,3,2,1,0,0,1.000,,,0,0,1.25,1.37,0.14,1.34,,,,,,,1,,willide03
1447,Enoli Paredes,28,2TM,NL,18,0,0,21.2,1,0,1,0,0,1.000,,,0,0,0.42,1.37,0.06,1.34,,,,,,,1,,pareden01
1448,Enoli Paredes,28,MIL,NL,17,0,0,20.2,1,0,1,0,0,1.000,,,0,0,0.44,1.35,0.06,1.34,,,,,,,1,,pareden01
1449,Enoli Paredes,28,CHC,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0,0.00,1.80,0.00,1.30,,,,,,,/1,,pareden01
1450,Yerry Rodríguez,26,2TM,AL,16,0,0,21.2,5,2,3,0,0,1.000,,,0,0,2.08,1.33,0.31,1.29,,,,,,,1,,rodriye01
1451,Yerry Rodríguez,26,TEX,AL,12,0,0,17.0,4,1,3,0,0,1.000,,,0,0,2.12,1.32,0.33,1.29,,,,,,,1,,rodriye01
1452,Yerry Rodríguez,26,TOR,AL,4,0,0,4.2,1,1,0,0,0,1.000,,,0,0,1.93,1.35,0.25,1.30,,,,,,,/1,,rodriye01
1453,Taylor Trammell,26,2TM,2LG,7,1,0,21.1,6,6,0,0,0,1.000,1,68,-1,-56,2.53,2.19,0.86,2.21,,,,,,,/H79D,,trammta01
1454,Taylor Trammell,26,LAD,NL,3,1,0,12.0,5,5,0,0,0,1.000,2,150,0,0,3.75,2.18,1.67,2.17,,,,,,,/H79,,trammta01
1455,Taylor Trammell,26,NYY,AL,4,0,0,9.1,1,1,0,0,0,1.000,0,-39,-1,-129,0.96,2.22,0.25,2.25,,,,,,,/H79D,,trammta01
1456,Darren Baker,25,WSN,NL,5,2,2,21.0,5,2,3,0,1,1.000,-1,-74,-2,-114,2.14,3.99,1.00,3.72,,,,,,,/H4D7,,bakerda02
1457,Sean Guenther,28,DET,AL,17,0,0,21.0,2,1,1,0,0,1.000,,,0,0,0.86,1.33,0.12,1.29,,,,,,,1,,guentse01
1458,Cade Marlowe,27,SEA,AL,7,1,1,21.0,4,4,0,0,0,1.000,0,0,0,0,1.71,2.27,0.57,2.24,,,,,,,/98HD,,marloca01
1459,Andrew McCutchen,37,PIT,NL,5,2,1,21.0,6,6,0,0,0,1.000,0,-11,0,0,2.57,2.23,1.20,2.18,,,,,,,*D/9H,,mccutan01
1460,Duke Ellis,26,2TM,AL,7,1,1,21.0,10,8,0,2,0,.800,-1,-51,-1,-57,3.43,2.27,1.14,2.23,,,,,,,/H789D,,ellisdu01
1461,Duke Ellis,26,CHW,AL,6,1,1,20.0,8,6,0,2,0,.750,-1,-66,-1,-60,2.70,2.25,1.00,2.23,,,,,,,/H789D,,ellisdu01
1462,Duke Ellis,26,NYY,AL,1,0,0,1.0,2,2,0,0,0,1.000,0,240,0,0,18.00,2.70,2.00,2.20,,,,,,,/H7,,ellisdu01
1463,Colten Brewer,31,CHC,NL,16,0,0,20.2,4,2,1,1,0,.750,,,-2,-19,1.31,1.35,0.19,1.34,,,,,,,1,,breweco01
1464,Richard Fitts,24,BOS,AL,4,4,0,20.2,5,1,4,0,1,1.000,,,1,10,2.18,1.31,1.25,1.30,,,,,,,/1,,fittsri01
1465,Giovanny Gallegos,32,STL,NL,21,0,0,20.2,8,4,4,0,0,1.000,,,1,10,3.48,1.35,0.38,1.34,,,,,,,1,,gallegi01
1466,Domingo Germán,31,PIT,NL,7,2,0,20.2,3,2,1,0,0,1.000,,,-1,-10,1.31,1.35,0.43,1.34,,,,,,,/1,,germado01
1467,John Means,31,BAL,AL,4,4,0,20.2,1,0,1,0,0,1.000,,,0,0,0.44,1.31,0.25,1.30,,,,,,,/1,,meansjo01
1468,Emmanuel Ramírez,29,MIA,NL,15,0,0,20.2,1,1,0,0,0,1.000,,,0,0,0.44,1.35,0.07,1.34,,,,,,,1,,ramirem01
1469,Erasmo Ramírez,34,TBR,AL,13,0,0,20.2,2,0,2,0,0,1.000,,,0,0,0.87,1.31,0.15,1.29,,,,,,,1,,ramirer02
1470,Ryder Ryan,29,PIT,NL,15,0,0,20.2,1,1,0,0,0,1.000,,,0,0,0.44,1.35,0.07,1.34,,,,,,,1,,ryanry01
1471,Scott Blewett,28,MIN,AL,12,0,0,20.1,4,1,3,0,0,1.000,,,0,0,1.77,1.33,0.33,1.29,,,,,,,1,,blewesc01
1472,Noah Davis,27,COL,NL,9,0,0,20.1,3,1,2,0,0,1.000,,,0,0,1.33,1.37,0.33,1.34,,,,,,,/1,,davisno01
1473,Matt Duffy,33,TEX,AL,4,2,2,20.1,5,2,3,0,0,1.000,1,41,1,59,2.21,2.48,1.25,2.45,,,,,,,/5H,,duffyma01
1474,Tony Kemp,32,BAL,AL,5,2,1,20.1,8,3,5,0,0,1.000,0,-6,0,0,3.54,3.85,1.33,3.63,,,,,,,/4H7,,kempto01
1475,River Ryan,25,LAD,NL,4,4,0,20.1,8,2,6,0,1,1.000,,,1,10,3.54,1.37,2.00,1.35,,,,,,,/1,,ryanri01
1476,J.P. Martínez,28,ATL,NL,5,1,1,20.0,4,4,0,0,0,1.000,0,12,0,0,1.80,2.21,0.80,2.18,,,,,,,/H798D,,martijp01
1477,Jeff Criswell,25,COL,NL,13,0,0,19.2,3,1,2,0,0,1.000,,,-2,-20,1.37,1.37,0.23,1.34,,,,,,,1,,criswje01
1478,Michael Petersen,30,2TM,NL,16,0,0,19.2,1,0,1,0,0,1.000,,,0,0,0.46,1.37,0.06,1.34,,,,,,,1,,petermi01
1479,Michael Petersen,30,LAD,NL,11,0,0,14.0,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.34,,,,,,,1,,petermi01
1480,Michael Petersen,30,MIA,NL,5,0,0,5.2,1,0,1,0,0,1.000,,,0,0,1.59,1.43,0.20,1.34,,,,,,,/1,,petermi01
1481,Ronny Henriquez,24,MIN,AL,16,1,0,19.1,5,0,5,0,0,1.000,,,2,21,2.33,1.30,0.31,1.29,,,,,,,1,,henriro01
1482,José Marte,28,LAA,AL,14,0,0,19.1,4,1,3,0,0,1.000,,,1,10,1.86,1.30,0.29,1.29,,,,,,,1,,martejo01
1483,José Quijada,28,LAA,AL,22,0,0,19.1,1,0,1,0,0,1.000,,,0,0,0.47,1.30,0.05,1.29,,,,,,,1,,quijajo01
1484,Troy Taylor,22,SEA,AL,21,0,0,19.1,1,0,1,0,0,1.000,,,0,0,0.47,1.30,0.05,1.29,,,,,,,1,,taylotr01
1485,Prelander Berroa,24,CHW,AL,17,0,0,19.0,4,1,3,0,0,1.000,,,1,11,1.89,1.33,0.24,1.29,,,,,,,1,,berropr01
1486,Sean Burke,24,CHW,AL,4,3,0,19.0,2,0,1,1,0,.500,,,0,0,0.47,1.33,0.25,1.30,,,,,,,/1,,burkese01
1487,Dominic Leone,32,CHW,AL,23,0,0,19.0,3,0,2,1,0,.667,,,-2,-21,0.95,1.33,0.09,1.29,,,,,,,1,,leonedo01
1488,Anthony Maldonado,26,MIA,NL,16,1,0,19.0,6,2,3,1,1,.833,,,0,0,2.37,1.37,0.31,1.34,,,,,,,1,,maldoan01
1489,Cody Bolton,26,SEA,AL,17,0,0,18.2,6,0,5,1,0,.833,,,0,0,2.41,1.30,0.29,1.29,,,,,,,1,,boltoco01
1490,Alex Lange,28,DET,AL,21,0,0,18.2,1,0,1,0,0,1.000,,,0,0,0.48,1.30,0.05,1.29,,,,,,,1,,langeal01
1491,Blake Walston,23,ARI,NL,7,2,0,18.1,2,0,2,0,0,1.000,,,0,0,0.98,1.37,0.29,1.34,,,,,,,/1,,walstbl01
1492,Garrett Whitlock,28,BOS,AL,4,4,0,18.1,7,4,3,0,0,1.000,,,0,0,3.44,1.33,1.75,1.30,,,,,,,/1,,whitlga01
1493,Aramis Garcia,31,PHI,NL,3,2,2,18.0,17,15,2,0,0,1.000,1,67,1,67,8.50,9.05,5.67,8.93,0,0,1,1,50.0,0,/2,,garciar01
1494,Daysbel Hernández,27,ATL,NL,16,0,0,18.0,2,1,1,0,0,1.000,,,0,0,1.00,1.35,0.13,1.34,,,,,,,1,,hernada03
1495,Bailey Horn,26,BOS,AL,18,0,0,18.0,5,1,3,1,0,.800,,,0,0,2.00,1.30,0.22,1.29,,,,,,,1,,hornba01
1496,Walter Pennington,26,2TM,AL,16,1,0,18.0,2,1,1,0,0,1.000,,,-1,-11,1.00,1.30,0.13,1.29,,,,,,,1,,penniwa01
1497,Walter Pennington,26,KCR,AL,1,0,0,0.2,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.30,,,,,,,/1,,penniwa01
1498,Walter Pennington,26,TEX,AL,15,1,0,17.1,2,1,1,0,0,1.000,,,-1,-12,1.04,1.30,0.13,1.29,,,,,,,1,,penniwa01
1499,Ky Bush,24,CHW,AL,4,4,0,17.2,4,2,2,0,0,1.000,,,1,11,2.04,1.32,1.00,1.30,,,,,,,/1,,bushky01
1500,Kent Emanuel,32,MIA,NL,12,0,0,17.2,7,2,5,0,0,1.000,,,1,11,3.57,1.38,0.58,1.34,,,,,,,1,,emanuke01
1501,Brandon Hughes,28,ARI,NL,15,2,0,17.2,5,2,3,0,0,1.000,,,0,0,2.55,1.38,0.33,1.34,,,,,,,1,,hughebr01
